path,problem_id,stage,detail,success,error,finish_reason,prompt_tokens,completion_tokens,total_tokens,latency_s,output_chars,thinking_budget_applied,thinking_budget_action,thinking_budget_fallback_finalized,parsed_output_score,candidate,round,verifier,meta
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_10_proof_finalize_r0.txt,1,proof_finalize,candidate=10 round=0 budget_fallback=1,True,,stop,122011,603,122614,20.311633825302124,2235,False,finalize,False,,10,0,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_10_proof_gen_r0.txt,1,proof_generation,candidate=10 round=0 mode=opd_xml prompt_family=opd,True,,thinking_budget_reached,436,121550,121986,1113.881590604782,321410,True,stop,False,,10,0,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_10_proof_gen_r1.txt,1,proof_generation,candidate=10 round=1 mode=opd_xml prompt_family=opd,True,,stop,1335,95360,96695,1106.362354516983,277022,False,stop,False,1.0,10,1,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_10_proof_refine_r1.txt,1,proof_refine,candidate=10 round=1 restart=0,True,,stop,3278,77062,80340,700.7607886791229,232591,False,finalize,False,1.0,10,1,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_10_proof_refine_r2.txt,1,proof_refine,candidate=10 round=2 restart=0,True,,stop,3856,117420,121276,1042.0026514530182,342035,False,finalize,False,1.0,10,2,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_10_proof_refine_r3.txt,1,proof_refine,candidate=10 round=3 restart=0,True,,length,2565,126000,128565,1493.9586942195892,360778,False,finalize,False,,10,3,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_10_verify_r0_v0.txt,1,proof_verify,candidate=10 round=0 verifier=0 prompt_family=opd,True,,stop,2342,18225,20567,135.34192991256714,59190,False,finalize,False,0.0,10,0,0,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_10_verify_r0_v1.txt,1,proof_verify,candidate=10 round=0 verifier=1 prompt_family=opd,True,,stop,2342,10872,13214,82.92811226844788,37272,False,finalize,False,0.0,10,0,1,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_10_verify_r0_v2.txt,1,proof_verify,candidate=10 round=0 verifier=2 prompt_family=opd,True,,stop,2342,6989,9331,45.99123406410217,22803,False,finalize,False,0.0,10,0,2,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_10_verify_r0_v3.txt,1,proof_verify,candidate=10 round=0 verifier=3 prompt_family=opd,True,,stop,2342,23627,25969,96.6038863658905,78115,False,finalize,False,0.0,10,0,3,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_10_verify_r1_v0.txt,1,proof_verify,candidate=10 round=1 verifier=0 prompt_family=opd,True,,stop,3194,16414,19608,76.78013849258423,48949,False,finalize,False,0.0,10,1,0,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_10_verify_r1_v1.txt,1,proof_verify,candidate=10 round=1 verifier=1 prompt_family=opd,True,,stop,3194,11185,14379,52.49924397468567,34001,False,finalize,False,0.0,10,1,1,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_10_verify_r1_v2.txt,1,proof_verify,candidate=10 round=1 verifier=2 prompt_family=opd,True,,stop,3194,11829,15023,59.40502405166626,41494,False,finalize,False,0.0,10,1,2,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_10_verify_r1_v3.txt,1,proof_verify,candidate=10 round=1 verifier=3 prompt_family=opd,True,,stop,3194,13277,16471,63.57862973213196,44433,False,finalize,False,0.0,10,1,3,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_10_verify_r2_v0.txt,1,proof_verify,candidate=10 round=2 verifier=0 prompt_family=opd,True,,stop,2079,5651,7730,44.478002309799194,17090,False,finalize,False,0.0,10,2,0,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_10_verify_r2_v1.txt,1,proof_verify,candidate=10 round=2 verifier=1 prompt_family=opd,True,,stop,2079,8610,10689,39.36439108848572,25043,False,finalize,False,0.0,10,2,1,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_10_verify_r2_v2.txt,1,proof_verify,candidate=10 round=2 verifier=2 prompt_family=opd,True,,stop,2079,6015,8094,86.4395797252655,18586,False,finalize,False,0.0,10,2,2,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_10_verify_r2_v3.txt,1,proof_verify,candidate=10 round=2 verifier=3 prompt_family=opd,True,,stop,2079,11711,13790,52.70223045349121,34231,False,finalize,False,0.0,10,2,3,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_meta_r0_v0_m0.txt,1,proof_meta_verify,candidate=12 round=0 verifier=0 meta=0,True,,stop,3548,13068,16616,62.03205490112305,61302,False,finalize,False,0.5,12,0,0,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_meta_r0_v1_m0.txt,1,proof_meta_verify,candidate=12 round=0 verifier=1 meta=0,True,,stop,3702,15377,19079,189.44142937660217,72665,False,finalize,False,1.0,12,0,1,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_meta_r0_v2_m0.txt,1,proof_meta_verify,candidate=12 round=0 verifier=2 meta=0,True,,stop,3543,11305,14848,52.313339948654175,53944,False,finalize,False,1.0,12,0,2,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_meta_r0_v3_m0.txt,1,proof_meta_verify,candidate=12 round=0 verifier=3 meta=0,True,,stop,3712,15805,19517,219.88868308067322,76008,False,finalize,False,1.0,12,0,3,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_meta_r1_v0_m0.txt,1,proof_meta_verify,candidate=12 round=1 verifier=0 meta=0,True,,stop,4154,11180,15334,91.92442059516907,50045,False,finalize,False,1.0,12,1,0,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_meta_r1_v1_m0.txt,1,proof_meta_verify,candidate=12 round=1 verifier=1 meta=0,True,,stop,4118,8750,12868,40.80854344367981,40980,False,finalize,False,0.5,12,1,1,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_meta_r1_v2_m0.txt,1,proof_meta_verify,candidate=12 round=1 verifier=2 meta=0,True,,stop,4162,10713,14875,134.4582839012146,47208,False,finalize,False,1.0,12,1,2,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_meta_r1_v3_m0.txt,1,proof_meta_verify,candidate=12 round=1 verifier=3 meta=0,True,,stop,4082,13407,17489,163.6739432811737,60141,False,finalize,False,1.0,12,1,3,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_meta_r2_v0_m0.txt,1,proof_meta_verify,candidate=12 round=2 verifier=0 meta=0,True,,stop,4792,12100,16892,51.78049445152283,53748,False,finalize,False,1.0,12,2,0,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_meta_r2_v1_m0.txt,1,proof_meta_verify,candidate=12 round=2 verifier=1 meta=0,True,,stop,4842,17558,22400,81.51457333564758,79558,False,finalize,False,1.0,12,2,1,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_meta_r2_v2_m0.txt,1,proof_meta_verify,candidate=12 round=2 verifier=2 meta=0,True,,stop,4880,19015,23895,82.28982257843018,79447,False,finalize,False,1.0,12,2,2,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_meta_r2_v3_m0.txt,1,proof_meta_verify,candidate=12 round=2 verifier=3 meta=0,True,,stop,4753,13473,18226,64.0285873413086,66516,False,finalize,False,0.5,12,2,3,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_proof_finalize_r0.txt,1,proof_finalize,candidate=12 round=0 budget_fallback=1,True,,length,122474,3962,126436,60.75484824180603,11695,False,finalize,False,,12,0,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_proof_gen_r0.txt,1,proof_generation,candidate=12 round=0 mode=opd_xml prompt_family=opd,True,,thinking_budget_reached,436,122013,122449,1318.8510069847107,329911,True,stop,False,,12,0,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_proof_gen_r1.txt,1,proof_generation,candidate=12 round=1 mode=opd_xml prompt_family=opd,True,,stop,4801,99975,104776,866.5594213008881,287867,False,stop,False,1.0,12,1,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_proof_refine_r1.txt,1,proof_refine,candidate=12 round=1 restart=0,True,,stop,3414,90040,93454,885.7085618972778,296411,False,finalize,False,1.0,12,1,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_proof_refine_r2.txt,1,proof_refine,candidate=12 round=2 restart=0,True,,stop,3836,93909,97745,653.4780802726746,296829,False,finalize,False,1.0,12,2,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_proof_refine_r3.txt,1,proof_refine,candidate=12 round=3 restart=0,True,,length,4570,126000,130570,898.527158498764,303035,False,finalize,False,,12,3,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_verify_r0_v0.txt,1,proof_verify,candidate=12 round=0 verifier=0 prompt_family=opd,True,,stop,2541,16645,19186,238.39222717285156,61490,False,finalize,False,0.0,12,0,0,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_verify_r0_v1.txt,1,proof_verify,candidate=12 round=0 verifier=1 prompt_family=opd,True,,stop,2541,16926,19467,223.7396309375763,56669,False,finalize,False,0.0,12,0,1,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_verify_r0_v2.txt,1,proof_verify,candidate=12 round=0 verifier=2 prompt_family=opd,True,,stop,2541,10181,12722,47.105313539505005,35693,False,finalize,False,0.0,12,0,2,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_verify_r0_v3.txt,1,proof_verify,candidate=12 round=0 verifier=3 prompt_family=opd,True,,stop,2541,15034,17575,111.40432047843933,55676,False,finalize,False,0.0,12,0,3,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_verify_r1_v0.txt,1,proof_verify,candidate=12 round=1 verifier=0 prompt_family=opd,True,,stop,3065,5603,8668,29.53024125099182,20431,False,finalize,False,0.0,12,1,0,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_verify_r1_v1.txt,1,proof_verify,candidate=12 round=1 verifier=1 prompt_family=opd,True,,stop,3065,13467,16532,69.87673568725586,44946,False,finalize,False,0.0,12,1,1,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_verify_r1_v2.txt,1,proof_verify,candidate=12 round=1 verifier=2 prompt_family=opd,True,,stop,3065,6123,9188,32.069091796875,22155,False,finalize,False,0.0,12,1,2,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_verify_r1_v3.txt,1,proof_verify,candidate=12 round=1 verifier=3 prompt_family=opd,True,,stop,3065,9091,12156,46.962305784225464,31279,False,finalize,False,0.0,12,1,3,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_verify_r2_v0.txt,1,proof_verify,candidate=12 round=2 verifier=0 prompt_family=opd,True,,stop,3722,10270,13992,143.14386582374573,33834,False,finalize,False,0.0,12,2,0,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_verify_r2_v1.txt,1,proof_verify,candidate=12 round=2 verifier=1 prompt_family=opd,True,,stop,3722,9900,13622,44.98392033576965,36541,False,finalize,False,0.0,12,2,1,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_verify_r2_v2.txt,1,proof_verify,candidate=12 round=2 verifier=2 prompt_family=opd,True,,stop,3722,14935,18657,207.83684825897217,52190,False,finalize,False,0.0,12,2,2,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_12_verify_r2_v3.txt,1,proof_verify,candidate=12 round=2 verifier=3 prompt_family=opd,True,,stop,3722,15633,19355,64.9487156867981,51387,False,finalize,False,0.0,12,2,3,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_14_meta_r0_v0_m0.txt,1,proof_meta_verify,candidate=14 round=0 verifier=0 meta=0,True,,stop,3048,15954,19002,80.35987710952759,68354,False,finalize,False,1.0,14,0,0,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_14_meta_r0_v1_m0.txt,1,proof_meta_verify,candidate=14 round=0 verifier=1 meta=0,True,,stop,3206,19990,23196,103.4459617137909,90308,False,finalize,False,0.5,14,0,1,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_14_meta_r0_v2_m0.txt,1,proof_meta_verify,candidate=14 round=0 verifier=2 meta=0,True,,stop,3177,11359,14536,55.290584564208984,49987,False,finalize,False,1.0,14,0,2,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_14_meta_r0_v3_m0.txt,1,proof_meta_verify,candidate=14 round=0 verifier=3 meta=0,True,,stop,3198,12605,15803,64.90737128257751,58361,False,finalize,False,1.0,14,0,3,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_14_proof_finalize_r0.txt,1,proof_finalize,candidate=14 round=0 budget_fallback=1,True,,length,122482,3954,126436,95.23217964172363,11530,False,finalize,False,,14,0,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_14_proof_finalize_r1.txt,1,proof_finalize,candidate=14 round=1 budget_fallback=1,True,,length,126844,3949,130793,58.372297525405884,12555,False,finalize,False,,14,1,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_14_proof_gen_r0.txt,1,proof_generation,candidate=14 round=0 mode=opd_xml prompt_family=opd,True,,thinking_budget_reached,436,122021,122457,1210.0876960754395,312593,True,stop,False,,14,0,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_14_proof_gen_r1.txt,1,proof_generation,candidate=14 round=1 mode=opd_xml prompt_family=opd,True,,thinking_budget_reached,4793,122026,126819,1604.0205676555634,337349,True,stop,False,,14,1,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_14_proof_gen_r2.txt,1,proof_generation,candidate=14 round=2 mode=opd_xml prompt_family=opd,True,,stop,4197,118651,122848,1051.341094493866,365240,False,stop,False,0.5,14,2,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_14_proof_refine_r1.txt,1,proof_refine,candidate=14 round=1 restart=0,True,,length,2867,126000,128867,1268.147005558014,368088,False,finalize,False,,14,1,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_14_verify_r0_v0.txt,1,proof_verify,candidate=14 round=0 verifier=0 prompt_family=opd,True,,stop,2015,7762,9777,91.43714642524719,26577,False,finalize,False,0.0,14,0,0,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_14_verify_r0_v1.txt,1,proof_verify,candidate=14 round=0 verifier=1 prompt_family=opd,True,,stop,2015,5576,7591,79.37576460838318,20414,False,finalize,False,0.0,14,0,1,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_14_verify_r0_v2.txt,1,proof_verify,candidate=14 round=0 verifier=2 prompt_family=opd,True,,stop,2015,5646,7661,42.61475110054016,20666,False,finalize,False,0.0,14,0,2,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_14_verify_r0_v3.txt,1,proof_verify,candidate=14 round=0 verifier=3 prompt_family=opd,True,,stop,2015,4989,7004,25.240216493606567,18197,False,finalize,False,0.0,14,0,3,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/1/cand_16_meta_r0_v0_m0.txt,1,proof_meta_verify,candidate=16 round=0 verifier=0 meta=0,True,,stop,5546,12058,17604,157.37496733665466,53538,False,finalize,False,1.0,16,0,0,0
