problem_id,rank,attempt_idx,prompt_family,generation_mode,proof_chars,selector_truncated,self_score,final_score,final_status,strict_pass,all_verifiers_passed,meta_valid_count,meta_checked_count,selected_round,selected_round_score,round_count,round_scores,initial_round_score,last_round_score,max_round_score,refinement_gain,refinement_last_delta,refine_outputs,refine_attempt_outputs,rollback_from_round,budget_restarts,handoffs,refine_budget_restarts,success,selected,internal_rank,internal_tie_count,external_grade
1,1,33,opd,opd_xml,7418,False,1.0,0.5,validated_low_score,False,False,3,4,4,0.5,5,"[0.0625, 0.375, 0.0, 0.0, 0.5]",0.0625,0.5,0.5,0.4375,0.4375,4,0,,0,0,0,True,False,,,
1,1,27,opd,opd_xml,8051,False,1.0,0.25,validated_low_score,False,False,4,4,4,0.25,5,"[0.0, 0.125, 0.0, 0.125, 0.25]",0.0,0.25,0.25,0.25,0.25,4,0,,0,0,0,True,False,,,
1,1,29,opd,opd_xml,6925,False,1.0,0.125,validated_low_score,False,False,4,4,4,0.125,5,"[0.0, 0.0, 0.0, 0.125, 0.125]",0.0,0.125,0.125,0.125,0.125,4,0,,1,1,0,True,False,,,
1,1,21,opd,opd_xml,9000,False,1.0,0.0,validated_low_score,False,False,3,4,4,0.0,5,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,4,0,,1,1,0,True,False,,,
1,1,23,opd,opd_xml,16625,False,1.0,0.0,validated_low_score,False,False,2,4,3,0.0,4,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,4,0,,3,3,0,True,False,,,
1,1,13,opd,opd_xml,10165,False,1.0,0.125,validated_low_score,False,False,4,4,3,0.125,5,"[0.0, 0.0, 0.0, 0.125, 0.0]",0.0,0.0,0.125,0.125,0.0,4,0,4,3,3,0,True,False,,,
1,1,7,opd,opd_xml,9000,False,1.0,0.625,weighted_score_pass,False,False,4,4,4,0.625,5,"[0.0, 0.0, 0.0, 0.5, 0.625]",0.0,0.625,0.625,0.625,0.625,4,0,,4,4,0,True,True,1,1,3.25
2,0,6,opd,opd_xml,7108,False,1.0,0.5,validated_low_score,False,False,4,4,0,0.5,1,[0.5],0.5,0.5,0.5,0.0,0.0,1,0,,1,1,0,True,False,,,
2,0,30,opd,opd_xml,2905,False,1.0,0.0,validated_low_score,False,False,4,4,0,0.0,1,[0.0],0.0,0.0,0.0,0.0,0.0,1,0,,0,0,0,True,False,,,
2,0,22,opd,opd_xml,1544,False,0.5,0.0,validated_low_score,False,False,2,4,0,0.0,1,[0.0],0.0,0.0,0.0,0.0,0.0,1,0,,1,1,0,True,False,,,
2,0,32,opd,opd_xml,8297,False,1.0,0.625,weighted_score_pass,False,True,1,4,1,0.625,2,"[0.0, 0.625]",0.0,0.625,0.625,0.625,0.625,1,0,,1,1,0,True,False,,,
2,0,14,opd,opd_xml,13107,False,1.0,0.0,validated_low_score,False,False,4,4,0,0.0,1,[0.0],0.0,0.0,0.0,0.0,0.0,1,0,,4,4,0,True,False,,,
2,0,24,opd,opd_xml,10242,False,0.5,0.0,validated_low_score,False,False,4,4,0,0.0,1,[0.0],0.0,0.0,0.0,0.0,0.0,1,0,,0,0,0,True,False,,,
2,0,28,opd,opd_xml,11601,False,1.0,0.5,weighted_score_low,False,False,1,4,2,0.5,3,"[0.0, 0.4375, 0.5]",0.0,0.5,0.5,0.5,0.5,2,0,,1,1,0,True,False,,,
2,0,26,opd,opd_xml,6659,False,1.0,0.875,weighted_score_pass,False,True,3,4,2,0.875,3,"[0.0, 0.125, 0.875]",0.0,0.875,0.875,0.875,0.875,2,0,,1,1,0,True,False,,,
2,0,8,opd,opd_xml,3070,False,1.0,0.0,validated_low_score,False,False,4,4,2,0.0,3,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,3,0,,0,0,0,True,False,,,
2,0,10,opd,opd_xml,3914,False,1.0,0.0,validated_low_score,False,False,2,4,1,0.0,2,"[0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,2,0,,2,2,0,True,False,,,
2,0,20,opd,opd_xml,13091,False,1.0,0.0625,validated_low_score,False,False,1,4,3,0.0625,5,"[0.0, 0.0, 0.0, 0.0625, 0.0]",0.0,0.0,0.0625,0.0625,0.0,4,0,4,2,2,0,True,False,,,
2,0,18,opd,opd_xml,5313,False,1.0,0.125,validated_low_score,False,False,4,4,0,0.125,5,"[0.125, 0.0, 0.0, 0.0, 0.0]",0.125,0.0,0.125,0.0,-0.125,4,0,4,1,1,0,True,False,,,
2,0,12,opd,opd_xml,8865,False,1.0,0.625,weighted_score_pass,False,False,4,4,4,0.625,5,"[0.0, 0.0, 0.0, 0.0, 0.625]",0.0,0.625,0.625,0.625,0.625,4,0,,0,0,0,True,False,,,
2,0,16,opd,opd_xml,12089,False,1.0,0.0,validated_low_score,False,False,4,4,4,0.0,5,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,4,0,,0,0,0,True,False,,,
2,0,34,opd,opd_xml,6019,False,1.0,0.0,validated_low_score,False,False,4,4,3,0.0,4,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,4,0,,3,3,0,True,False,,,
2,1,17,opd,opd_xml,11856,False,1.0,1.0,strict_pass,True,True,4,4,1,1.0,2,"[0.375, 1.0]",0.375,1.0,1.0,0.625,0.625,1,0,,0,0,0,True,True,1,1,0.375
2,1,31,opd,opd_xml,3078,False,0.5,0.0,validated_low_score,False,False,4,4,0,0.0,1,[0.0],0.0,0.0,0.0,0.0,0.0,1,0,,2,2,0,True,False,,,
2,1,13,opd,opd_xml,9298,False,1.0,0.375,weighted_score_low,False,False,1,4,1,0.375,2,"[0.0, 0.375]",0.0,0.375,0.375,0.375,0.375,1,0,,1,1,0,True,False,,,
2,1,9,opd,opd_xml,3232,False,0.0,0.0,validated_low_score,False,False,4,4,0,0.0,1,[0.0],0.0,0.0,0.0,0.0,0.0,1,0,,4,4,0,True,False,,,
2,1,27,opd,opd_xml,3110,False,0.0,0.0,validated_low_score,False,False,4,4,0,0.0,1,[0.0],0.0,0.0,0.0,0.0,0.0,1,0,,3,3,0,True,False,,,
2,1,25,opd,opd_xml,6725,False,1.0,0.125,validated_low_score,False,False,3,4,0,0.125,1,[0.125],0.125,0.125,0.125,0.0,0.0,1,0,,1,1,0,True,False,,,
2,1,35,opd,opd_xml,12710,False,1.0,0.875,weighted_score_pass,False,True,3,4,2,0.875,3,"[0.0, 0.875, 0.875]",0.0,0.875,0.875,0.875,0.875,2,0,,0,0,0,True,False,,,
2,1,15,opd,opd_xml,8075,False,1.0,0.375,validated_low_score,False,False,3,4,1,0.375,2,"[0.0, 0.375]",0.0,0.375,0.375,0.375,0.375,2,0,,0,0,0,True,False,,,
2,1,29,opd,opd_xml,5278,False,1.0,0.25,validated_low_score,False,False,4,4,4,0.25,5,"[0.0, 0.0, 0.0, 0.125, 0.25]",0.0,0.25,0.25,0.25,0.25,4,0,,0,0,0,True,False,,,
2,1,19,opd,opd_xml,7682,False,1.0,0.0,validated_low_score,False,False,4,4,2,0.0,3,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,3,0,,0,0,0,True,False,,,
2,1,23,opd,opd_xml,7811,False,1.0,0.125,validated_low_score,False,False,4,4,4,0.125,5,"[0.0, 0.0, 0.0, 0.0, 0.125]",0.0,0.125,0.125,0.125,0.125,4,0,,1,1,0,True,False,,,
2,1,3,deepseek_math_v2,deepseek_markdown,8028,False,1.0,0.4375,validated_low_score,False,False,1,4,2,0.4375,5,"[0.0, 0.0, 0.4375, 0.3125, 0.375]",0.0,0.375,0.4375,0.4375,0.375,4,0,4,0,0,0,True,False,,,
2,1,21,opd,opd_xml,4830,False,1.0,0.0,validated_low_score,False,False,4,4,3,0.0,4,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,4,0,,2,2,0,True,False,,,
2,1,11,opd,opd_xml,7834,False,1.0,0.3125,validated_low_score,False,False,3,4,4,0.3125,5,"[0.0, 0.25, 0.0, 0.0, 0.3125]",0.0,0.3125,0.3125,0.3125,0.3125,4,0,,4,4,0,True,False,,,
2,1,33,opd,opd_xml,8571,False,1.0,0.5,validated_low_score,False,False,3,4,3,0.5,5,"[0.0, 0.125, 0.1875, 0.5, 0.0]",0.0,0.0,0.5,0.5,0.0,4,0,4,1,1,0,True,False,,,
2,1,7,opd,opd_xml,5560,False,1.0,0.0,validated_low_score,False,False,3,4,4,0.0,5,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,4,0,,4,4,0,True,False,,,
3,0,8,opd,opd_xml,6415,False,1.0,0.0,validated_low_score,False,False,4,4,0,0.0,1,[0.0],0.0,0.0,0.0,0.0,0.0,1,0,,0,0,0,True,False,,,
3,0,22,opd,opd_xml,6463,False,1.0,0.3125,validated_low_score,False,False,3,4,1,0.3125,2,"[0.25, 0.3125]",0.25,0.3125,0.3125,0.0625,0.0625,2,0,,0,0,0,True,False,,,
3,0,18,opd,opd_xml,2737,False,1.0,0.0,validated_low_score,False,False,4,4,0,0.0,1,[0.0],0.0,0.0,0.0,0.0,0.0,1,0,,1,1,0,True,False,,,
3,0,26,opd,opd_xml,8314,False,1.0,0.0,validated_low_score,False,False,3,4,0,0.0,1,[0.0],0.0,0.0,0.0,0.0,0.0,1,0,,2,2,0,True,False,,,
3,0,10,opd,opd_xml,689,False,0.0,0.0,validated_low_score,False,False,4,4,0,0.0,1,[0.0],0.0,0.0,0.0,0.0,0.0,1,0,,4,4,0,True,False,,,
3,0,14,opd,opd_xml,12578,False,1.0,0.0,validated_low_score,False,False,4,4,1,0.0,2,"[0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,2,0,,1,1,0,True,False,,,
3,0,20,opd,opd_xml,5821,False,1.0,0.125,validated_low_score,False,False,4,4,1,0.125,3,"[0.0, 0.125, 0.0]",0.0,0.0,0.125,0.125,0.0,3,0,2,0,0,0,True,False,,,
3,0,16,opd,opd_xml,10351,False,1.0,0.0,validated_low_score,False,False,4,4,1,0.0,2,"[0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,2,0,,1,1,0,True,False,,,
3,0,12,opd,opd_xml,8066,False,1.0,0.0,validated_low_score,False,False,4,4,1,0.0,2,"[0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,2,0,,3,3,0,True,False,,,
3,0,6,opd,opd_xml,12354,False,1.0,0.0,validated_low_score,False,False,3,4,1,0.0,2,"[0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,2,0,,3,3,0,True,False,,,
3,0,30,opd,opd_xml,6540,False,1.0,0.125,validated_low_score,False,False,2,4,3,0.125,4,"[0.0, 0.0, 0.0, 0.125]",0.0,0.125,0.125,0.125,0.125,4,0,,1,1,0,True,False,,,
3,0,32,opd,opd_xml,9070,False,1.0,0.3125,validated_low_score,False,False,3,4,3,0.3125,5,"[0.0, 0.125, 0.3125, 0.3125, 0.0]",0.0,0.0,0.3125,0.3125,0.0,4,0,4,2,2,0,True,False,,,
3,1,19,opd,opd_xml,8778,False,1.0,0.0,validated_low_score,False,False,4,4,0,0.0,1,[0.0],0.0,0.0,0.0,0.0,0.0,1,0,,0,0,0,True,False,,,
3,1,27,opd,opd_xml,8057,False,0.5,0.0,validated_low_score,False,False,4,4,0,0.0,1,[0.0],0.0,0.0,0.0,0.0,0.0,1,0,,1,1,0,True,False,,,
3,1,13,opd,opd_xml,4368,False,1.0,0.0,validated_low_score,False,False,4,4,0,0.0,1,[0.0],0.0,0.0,0.0,0.0,0.0,1,0,,2,2,0,True,False,,,
3,1,15,opd,opd_xml,5328,False,1.0,0.0,validated_low_score,False,False,4,4,0,0.0,1,[0.0],0.0,0.0,0.0,0.0,0.0,1,0,,3,3,0,True,False,,,
3,1,31,opd,opd_xml,4796,False,0.5,0.125,validated_low_score,False,False,3,4,0,0.125,2,"[0.125, 0.0625]",0.125,0.0625,0.125,0.0,-0.0625,2,0,1,0,0,0,True,False,,,
3,1,21,opd,opd_xml,5484,False,1.0,0.125,validated_low_score,False,False,2,4,1,0.125,2,"[0.0, 0.125]",0.0,0.125,0.125,0.125,0.125,2,0,,1,1,0,True,False,,,
3,1,17,opd,opd_xml,2301,False,0.5,0.0,validated_low_score,False,False,3,4,0,0.0,1,[0.0],0.0,0.0,0.0,0.0,0.0,1,0,,4,4,0,True,False,,,
3,1,33,opd,opd_xml,2904,False,1.0,0.0,validated_low_score,False,False,2,4,0,0.0,1,[0.0],0.0,0.0,0.0,0.0,0.0,1,0,,4,4,0,True,False,,,
3,1,25,opd,opd_xml,7481,False,1.0,0.5625,weighted_score_pass,False,False,3,4,0,0.5625,2,"[0.5625, 0.0]",0.5625,0.0,0.5625,0.0,-0.5625,2,0,1,3,3,0,True,True,1,1,1.0625
3,1,11,opd,opd_xml,7266,False,1.0,0.0,validated_low_score,False,False,4,4,1,0.0,2,"[0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,2,0,,4,4,0,True,False,,,
3,1,35,opd,opd_xml,2447,False,1.0,0.125,validated_low_score,False,False,3,4,0,0.125,3,"[0.125, 0.0, 0.0]",0.125,0.0,0.125,0.0,-0.125,3,0,2,1,1,0,True,False,,,
3,1,23,opd,opd_xml,4572,False,1.0,0.25,validated_low_score,False,False,4,4,2,0.25,3,"[0.0, 0.0, 0.25]",0.0,0.25,0.25,0.25,0.25,3,0,,1,1,0,True,False,,,
3,1,29,opd,opd_xml,8262,False,1.0,0.25,validated_low_score,False,False,3,4,1,0.25,4,"[0.0, 0.25, 0.0, 0.0]",0.0,0.0,0.25,0.25,0.0,4,0,3,2,2,0,True,False,,,
3,1,7,opd,opd_xml,5494,False,1.0,0.25,validated_low_score,False,False,3,4,1,0.25,5,"[0.0, 0.25, 0.0, 0.0, 0.0]",0.0,0.0,0.25,0.25,0.0,4,0,4,1,1,0,True,False,,,
4,0,34,opd,opd_xml,5018,False,1.0,0.0625,validated_low_score,False,False,3,4,0,0.0625,1,[0.0625],0.0625,0.0625,0.0625,0.0,0.0,1,0,,1,1,0,True,False,,,
4,0,18,opd,opd_xml,5745,False,1.0,0.375,validated_low_score,False,False,2,4,0,0.375,2,"[0.375, 0.125]",0.375,0.125,0.375,0.0,-0.25,1,0,1,0,0,0,True,False,,,
4,0,24,opd,opd_xml,7793,False,1.0,1.0,strict_pass,True,True,4,4,2,1.0,3,"[0.4375, 0.4375, 1.0]",0.4375,1.0,1.0,0.5625,0.5625,2,0,,1,1,0,True,True,1,3,7.0
4,0,30,opd,opd_xml,7697,False,1.0,1.0,strict_pass,True,True,4,4,4,1.0,5,"[0.0, 0.375, 0.3125, 0.5, 1.0]",0.0,1.0,1.0,1.0,1.0,4,0,,1,1,0,True,False,,,
4,0,12,opd,opd_xml,10816,False,1.0,0.625,weighted_score_pass,False,False,4,4,3,0.625,5,"[0.125, 0.375, 0.625, 0.625, 0.375]",0.125,0.375,0.625,0.5,0.25,4,0,4,0,0,0,True,False,,,
4,0,26,opd,opd_xml,9803,False,1.0,1.0,strict_pass,True,True,4,4,3,1.0,4,"[0.0, 0.3125, 0.625, 1.0]",0.0,1.0,1.0,1.0,1.0,3,0,,0,0,0,True,False,,,
4,0,28,opd,opd_xml,9437,False,1.0,0.5,validated_low_score,False,False,3,4,4,0.5,5,"[0.0, 0.0625, 0.125, 0.125, 0.5]",0.0,0.5,0.5,0.5,0.5,4,0,,0,0,0,True,False,,,
4,0,22,opd,opd_xml,4498,False,1.0,0.625,weighted_score_pass,False,False,4,4,0,0.625,5,"[0.625, 0.375, 0.3125, 0.5, 0.25]",0.625,0.25,0.625,0.0,-0.375,4,0,4,1,1,0,True,False,,,
4,0,10,opd,opd_xml,10951,False,1.0,0.625,weighted_score_pass,False,False,3,4,4,0.625,5,"[0.3125, 0.375, 0.1875, 0.375, 0.625]",0.3125,0.625,0.625,0.3125,0.3125,4,0,,1,1,0,True,False,,,
4,0,6,opd,opd_xml,8684,False,1.0,0.625,weighted_score_pass,False,False,4,4,3,0.625,5,"[0.0625, 0.25, 0.0, 0.625, 0.3125]",0.0625,0.3125,0.625,0.5625,0.25,4,0,4,0,0,0,True,False,,,
4,0,16,opd,opd_xml,5625,False,1.0,0.4375,validated_low_score,False,False,3,4,0,0.4375,5,"[0.4375, 0.0, 0.0, 0.25, 0.1875]",0.4375,0.1875,0.4375,0.0,-0.25,4,0,4,0,0,0,True,False,,,
4,0,20,opd,opd_xml,7861,False,1.0,0.4375,validated_low_score,False,False,3,4,2,0.4375,5,"[0.25, 0.4375, 0.4375, 0.0, 0.1875]",0.25,0.1875,0.4375,0.1875,-0.0625,4,0,4,0,0,0,True,False,,,
4,0,14,opd,opd_xml,8040,False,1.0,0.5,validated_low_score,False,False,3,4,3,0.5,5,"[0.125, 0.375, 0.3125, 0.5, 0.3125]",0.125,0.3125,0.5,0.375,0.1875,4,0,4,0,0,0,True,False,,,
4,0,8,opd,opd_xml,10313,False,1.0,0.4375,validated_low_score,False,False,3,4,3,0.4375,5,"[0.0, 0.0, 0.4375, 0.4375, 0.375]",0.0,0.375,0.4375,0.4375,0.375,4,0,4,4,4,0,True,False,,,
4,0,32,opd,opd_xml,6966,False,1.0,0.5625,weighted_score_pass,False,False,3,4,1,0.5625,5,"[0.5625, 0.5625, 0.4375, 0.0, 0.375]",0.5625,0.375,0.5625,0.0,-0.1875,4,0,4,0,0,0,True,False,,,
4,1,7,opd,opd_xml,6641,False,1.0,0.5,validated_low_score,False,False,4,4,0,0.5,2,"[0.5, 0.4375]",0.5,0.4375,0.5,0.0,-0.0625,2,0,1,0,0,0,True,False,,,
4,1,29,opd,opd_xml,8122,False,1.0,0.3125,weighted_score_low,False,False,0,4,1,0.3125,2,"[0.1875, 0.3125]",0.1875,0.3125,0.3125,0.125,0.125,1,0,,0,0,0,True,False,,,
4,1,5,deepseek_math_v2,deepseek_markdown,10454,False,1.0,0.0,validated_low_score,False,False,4,4,1,0.0,2,"[0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,2,0,,0,0,0,True,False,,,
4,1,33,opd,opd_xml,6188,False,1.0,0.5,validated_low_score,False,False,4,4,1,0.5,4,"[0.4375, 0.5, 0.375, 0.25]",0.4375,0.25,0.5,0.0625,-0.1875,3,0,3,0,0,0,True,False,,,
4,1,19,opd,opd_xml,9040,False,1.0,0.625,weighted_score_pass,False,False,3,4,4,0.625,5,"[0.4375, 0.125, 0.3125, 0.4375, 0.625]",0.4375,0.625,0.625,0.1875,0.1875,4,0,,2,2,0,True,False,,,
4,1,15,opd,opd_xml,6199,False,1.0,0.5,validated_low_score,False,False,4,4,4,0.5,5,"[0.1875, 0.0, 0.0625, 0.0625, 0.5]",0.1875,0.5,0.5,0.3125,0.3125,4,0,,1,1,0,True,False,,,
4,1,27,opd,opd_xml,9528,False,1.0,0.4375,validated_low_score,False,False,3,4,1,0.4375,5,"[0.375, 0.4375, 0.375, 0.3125, 0.375]",0.375,0.375,0.4375,0.0625,0.0,4,0,4,0,0,0,True,False,,,
4,1,11,opd,opd_xml,10789,False,1.0,0.3125,validated_low_score,False,False,3,4,3,0.3125,5,"[0.1875, 0.0, 0.25, 0.3125, 0.1875]",0.1875,0.1875,0.3125,0.125,0.0,4,0,4,0,0,0,True,False,,,
4,1,23,opd,opd_xml,10973,False,1.0,0.4375,validated_low_score,False,False,3,4,4,0.4375,5,"[0.0, 0.4375, 0.0, 0.375, 0.4375]",0.0,0.4375,0.4375,0.4375,0.4375,4,0,,0,0,0,True,False,,,
4,1,17,opd,opd_xml,11228,False,1.0,0.4375,validated_low_score,False,False,3,4,4,0.4375,5,"[0.0, 0.4375, 0.125, 0.3125, 0.4375]",0.0,0.4375,0.4375,0.4375,0.4375,4,0,,1,1,0,True,False,,,
4,1,25,opd,opd_xml,7891,False,1.0,0.75,weighted_score_pass,False,False,4,4,1,0.75,5,"[0.1875, 0.75, 0.625, 0.625, 0.375]",0.1875,0.375,0.75,0.5625,0.1875,4,0,4,1,1,0,True,False,,,
4,1,21,opd,opd_xml,8679,False,1.0,0.75,weighted_score_pass,False,False,3,4,4,0.75,5,"[0.5, 0.625, 0.625, 0.3125, 0.75]",0.5,0.75,0.75,0.25,0.25,4,0,,0,0,0,True,False,,,
4,1,13,opd,opd_xml,8042,False,1.0,0.25,validated_low_score,False,False,2,4,2,0.25,5,"[0.0, 0.1875, 0.25, 0.125, 0.1875]",0.0,0.1875,0.25,0.25,0.1875,4,0,4,0,0,0,True,False,,,
4,1,31,opd,opd_xml,7812,False,1.0,0.625,weighted_score_pass,False,False,3,4,3,0.625,5,"[0.625, 0.25, 0.5625, 0.625, 0.375]",0.625,0.375,0.625,0.0,-0.25,4,0,4,0,0,0,True,False,,,
4,1,35,opd,opd_xml,8662,False,1.0,0.5,validated_low_score,False,False,3,4,3,0.5,5,"[0.25, 0.0, 0.0625, 0.5, 0.1875]",0.25,0.1875,0.5,0.25,-0.0625,4,0,4,0,0,0,True,False,,,
5,0,24,opd,opd_xml,5503,False,1.0,0.25,validated_low_score,False,False,3,4,0,0.25,1,[0.25],0.25,0.25,0.25,0.0,0.0,1,0,,1,1,0,True,False,,,
5,0,32,opd,opd_xml,5646,False,1.0,0.25,validated_low_score,False,False,1,4,0,0.25,1,[0.25],0.25,0.25,0.25,0.0,0.0,1,0,,1,1,0,True,False,,,
5,0,30,opd,opd_xml,6487,False,1.0,0.75,weighted_score_pass,False,False,3,4,2,0.75,3,"[0.3125, 0.25, 0.75]",0.3125,0.75,0.75,0.4375,0.4375,2,0,,2,2,0,True,False,,,
5,0,34,opd,opd_xml,6391,False,1.0,0.375,validated_low_score,False,False,4,4,1,0.375,2,"[0.0, 0.375]",0.0,0.375,0.375,0.375,0.375,2,0,,0,0,0,True,False,,,
5,0,14,opd,opd_xml,7068,False,1.0,0.375,validated_low_score,False,False,4,4,2,0.375,3,"[0.125, 0.0, 0.375]",0.125,0.375,0.375,0.25,0.25,3,0,,0,0,0,True,False,,,
5,0,16,opd,opd_xml,6451,False,1.0,0.1875,validated_low_score,False,False,1,4,0,0.1875,2,"[0.1875, 0.125]",0.1875,0.125,0.1875,0.0,-0.0625,2,0,1,0,0,0,True,False,,,
5,0,20,opd,opd_xml,6584,False,1.0,0.875,weighted_score_pass,False,True,3,4,2,0.875,3,"[0.0, 0.25, 0.875]",0.0,0.875,0.875,0.875,0.875,2,0,,0,0,0,True,False,,,
5,0,18,opd,opd_xml,6682,False,1.0,0.75,weighted_score_pass,False,True,2,4,3,0.75,4,"[0.0, 0.25, 0.75, 0.75]",0.0,0.75,0.75,0.75,0.75,3,0,,0,0,0,True,False,,,
5,0,22,opd,opd_xml,5749,False,1.0,0.875,weighted_score_pass,False,True,3,4,2,0.875,3,"[0.0, 0.25, 0.875]",0.0,0.875,0.875,0.875,0.875,2,0,,0,0,0,True,False,,,
5,0,12,opd,opd_xml,4439,False,1.0,0.5,validated_low_score,False,False,3,4,0,0.5,5,"[0.5, 0.4375, 0.375, 0.375, 0.0]",0.5,0.0,0.5,0.0,-0.5,4,0,4,0,0,0,True,False,,,
5,0,6,opd,opd_xml,8609,False,1.0,0.25,validated_low_score,False,False,2,4,1,0.25,5,"[0.125, 0.25, 0.0625, 0.0, 0.0]",0.125,0.0,0.25,0.125,-0.125,4,0,4,1,1,0,True,False,,,
5,0,10,opd,opd_xml,8009,False,1.0,0.8125,weighted_score_pass,False,False,3,4,3,0.8125,4,"[0.0, 0.0, 0.375, 0.8125]",0.0,0.8125,0.8125,0.8125,0.8125,3,0,,1,1,0,True,False,,,
5,0,26,opd,opd_xml,7723,False,1.0,0.375,validated_low_score,False,False,1,4,3,0.375,5,"[0.25, 0.125, 0.125, 0.375, 0.25]",0.25,0.25,0.375,0.125,0.0,4,0,4,0,0,0,True,False,,,
