run_id,source,rank,problem,old_parseable,variant,temperature,generation_mode,base_url,prompt_tokens,completion_tokens,finish_reason,latency_s,repair_used,initial_valid,valid_handoff,valid_checkpoint,checkpoint_lemmas,structurally_reusable_lemmas,checkpoint_audit_overall,checkpoint_audit_reusable,checkpoint_audit_reprove,missing_sections,call_log,error
cand_6_proof_gen_r0-proof_checkpoint-t0.7-0631fcd213dd,rank0/llm_calls/2/cand_6_proof_gen_r0.txt,rank0,2,True,proof_checkpoint,0.7,monolithic,http://127.0.0.1:8000,122293,2008,stop,53.80168258678168,False,True,True,True,1,1,,0,0,,/tmp/aimo-thinking-checkpoint/proof-checkpoint-sweep8-t3-20260721T114752Z/output/calls/cand_6_proof_gen_r0-proof_checkpoint-t0.7-0631fcd213dd.txt,
cand_6_proof_gen_r0-proof_checkpoint-t1-5d6259dd72f1,rank0/llm_calls/2/cand_6_proof_gen_r0.txt,rank0,2,True,proof_checkpoint,1.0,monolithic,http://172.17.7.55:8000,122293,614,stop,36.15130004752427,False,True,True,True,0,0,NO_LEMMAS,0,0,,/tmp/aimo-thinking-checkpoint/proof-checkpoint-sweep8-t3-20260721T114752Z/output/calls/cand_6_proof_gen_r0-proof_checkpoint-t1-5d6259dd72f1.txt,
cand_11_proof_gen_r0-proof_checkpoint-t0.6-bd0eb25cc9ec,rank1/llm_calls/1/cand_11_proof_gen_r0.txt,rank1,1,False,proof_checkpoint,0.6,monolithic,http://127.0.0.1:8000,123254,45462,stop,535.4574184566736,True,False,False,False,0,0,,0,0,"established,promising,failed,uncertain,bottleneck,next_steps",/tmp/aimo-thinking-checkpoint/proof-checkpoint-sweep8-t3-20260721T114752Z/output/calls/cand_11_proof_gen_r0-proof_checkpoint-t0.6-bd0eb25cc9ec.txt,
cand_11_proof_gen_r0-proof_checkpoint-t0.7-c1d9fc440881,rank1/llm_calls/1/cand_11_proof_gen_r0.txt,rank1,1,False,proof_checkpoint,0.7,monolithic,http://172.17.7.55:8000,123254,73728,length,814.959454998374,True,False,False,False,0,0,,0,0,"established,promising,failed,uncertain,bottleneck,next_steps",/tmp/aimo-thinking-checkpoint/proof-checkpoint-sweep8-t3-20260721T114752Z/output/calls/cand_11_proof_gen_r0-proof_checkpoint-t0.7-c1d9fc440881.txt,
cand_11_proof_gen_r0-proof_checkpoint-t1-b456d4891cee,rank1/llm_calls/1/cand_11_proof_gen_r0.txt,rank1,1,False,proof_checkpoint,1.0,monolithic,http://127.0.0.1:8000,123254,767,stop,26.95540502294898,False,True,True,True,0,0,NO_LEMMAS,0,0,,/tmp/aimo-thinking-checkpoint/proof-checkpoint-sweep8-t3-20260721T114752Z/output/calls/cand_11_proof_gen_r0-proof_checkpoint-t1-b456d4891cee.txt,
cand_13_proof_gen_r0-proof_checkpoint-t0.6-78602a7214f4,rank1/llm_calls/1/cand_13_proof_gen_r0.txt,rank1,1,True,proof_checkpoint,0.6,monolithic,http://172.17.7.55:8000,123250,362,stop,3.7763363318517804,False,True,True,True,0,0,NO_LEMMAS,0,0,,/tmp/aimo-thinking-checkpoint/proof-checkpoint-sweep8-t3-20260721T114752Z/output/calls/cand_13_proof_gen_r0-proof_checkpoint-t0.6-78602a7214f4.txt,
cand_13_proof_gen_r0-proof_checkpoint-t0.7-beaf560b5b35,rank1/llm_calls/1/cand_13_proof_gen_r0.txt,rank1,1,True,proof_checkpoint,0.7,monolithic,http://127.0.0.1:8000,123250,66651,length,765.7806178051978,True,False,False,False,0,0,FAIL,0,1,"established,promising,failed,uncertain,bottleneck,next_steps",/tmp/aimo-thinking-checkpoint/proof-checkpoint-sweep8-t3-20260721T114752Z/output/calls/cand_13_proof_gen_r0-proof_checkpoint-t0.7-beaf560b5b35.txt,
cand_13_proof_gen_r0-proof_checkpoint-t1-121671b16f7a,rank1/llm_calls/1/cand_13_proof_gen_r0.txt,rank1,1,True,proof_checkpoint,1.0,monolithic,http://172.17.7.55:8000,123250,833,stop,50.110659387893975,False,True,True,True,0,0,NO_LEMMAS,0,0,,/tmp/aimo-thinking-checkpoint/proof-checkpoint-sweep8-t3-20260721T114752Z/output/calls/cand_13_proof_gen_r0-proof_checkpoint-t1-121671b16f7a.txt,
cand_11_proof_gen_r0-proof_checkpoint-t0.6-cdbea2f8712b,rank1/llm_calls/2/cand_11_proof_gen_r0.txt,rank1,2,True,proof_checkpoint,0.6,monolithic,http://172.17.7.55:8000,123258,962,stop,22.43726121634245,False,True,True,True,0,0,NO_LEMMAS,0,0,,/tmp/aimo-thinking-checkpoint/proof-checkpoint-sweep8-t3-20260721T114752Z/output/calls/cand_11_proof_gen_r0-proof_checkpoint-t0.6-cdbea2f8712b.txt,
cand_11_proof_gen_r0-proof_checkpoint-t0.7-5d68059e562e,rank1/llm_calls/2/cand_11_proof_gen_r0.txt,rank1,2,True,proof_checkpoint,0.7,monolithic,http://127.0.0.1:8000,123258,428,stop,26.28083508554846,True,True,True,False,0,0,NO_LEMMAS,0,0,,/tmp/aimo-thinking-checkpoint/proof-checkpoint-sweep8-t3-20260721T114752Z/output/calls/cand_11_proof_gen_r0-proof_checkpoint-t0.7-5d68059e562e.txt,
cand_11_proof_gen_r0-proof_checkpoint-t1-c8592b613d21,rank1/llm_calls/2/cand_11_proof_gen_r0.txt,rank1,2,True,proof_checkpoint,1.0,monolithic,http://172.17.7.55:8000,123258,66244,length,813.5235836599022,True,False,False,False,0,0,FAIL,0,1,"established,promising,failed,uncertain,bottleneck,next_steps",/tmp/aimo-thinking-checkpoint/proof-checkpoint-sweep8-t3-20260721T114752Z/output/calls/cand_11_proof_gen_r0-proof_checkpoint-t1-c8592b613d21.txt,
cand_7_proof_gen_r0-proof_checkpoint-t0.6-352aca34cd18,rank1/llm_calls/2/cand_7_proof_gen_r0.txt,rank1,2,False,proof_checkpoint,0.6,monolithic,http://127.0.0.1:8000,122314,1843,stop,31.615912899374962,False,True,True,True,0,0,NO_LEMMAS,0,0,,/tmp/aimo-thinking-checkpoint/proof-checkpoint-sweep8-t3-20260721T114752Z/output/calls/cand_7_proof_gen_r0-proof_checkpoint-t0.6-352aca34cd18.txt,
cand_7_proof_gen_r0-proof_checkpoint-t0.7-251aaab6970b,rank1/llm_calls/2/cand_7_proof_gen_r0.txt,rank1,2,False,proof_checkpoint,0.7,monolithic,http://172.17.7.55:8000,122314,657,stop,18.682627766393125,False,True,True,True,0,0,NO_LEMMAS,0,0,,/tmp/aimo-thinking-checkpoint/proof-checkpoint-sweep8-t3-20260721T114752Z/output/calls/cand_7_proof_gen_r0-proof_checkpoint-t0.7-251aaab6970b.txt,
cand_7_proof_gen_r0-proof_checkpoint-t1-3bfc00b80b09,rank1/llm_calls/2/cand_7_proof_gen_r0.txt,rank1,2,False,proof_checkpoint,1.0,monolithic,http://127.0.0.1:8000,122314,368,stop,15.132778181694448,False,True,True,True,0,0,NO_LEMMAS,0,0,,/tmp/aimo-thinking-checkpoint/proof-checkpoint-sweep8-t3-20260721T114752Z/output/calls/cand_7_proof_gen_r0-proof_checkpoint-t1-3bfc00b80b09.txt,
